trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
734,False,"{'a': 0.6, 'e': 0.7425009695308558}",25,0,-57.942175314501505,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
735,False,"{'a': 0.6, 'e': 0.7418307534023282}",20,0,-80.6212111929449,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
736,False,"{'a': 0.6, 'e': 0.7411597954431091}",20,0,-28.799909105835734,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
737,False,"{'a': 0.6, 'e': 0.7404880963241561}",20,0,-90.14752497059558,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
738,False,"{'a': 0.6, 'e': 0.7398156567171686}",30,0,-152.42363729217706,"{0: 16, 1: 3, 2: 8, 3: 2, 4: 1}",0
739,False,"{'a': 0.6, 'e': 0.7391424772945862}",30,0,-127.11626513096934,"{0: 19, 1: 1, 2: 8, 3: 1, 4: 1}",0
740,False,"{'a': 0.6, 'e': 0.7384685587295879}",20,0,-48.246239130066535,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
741,False,"{'a': 0.6, 'e': 0.7377939016960925}",20,0,-2.342575524506916,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
742,False,"{'a': 0.6, 'e': 0.7371185068687569}",20,9,-43.24382591523691,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
743,False,"{'a': 0.6, 'e': 0.7364423749229757}",20,0,-96.06023685619343,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
744,False,"{'a': 0.6, 'e': 0.7357655065348812}",35,0,-70.10526353118372,"{0: 26, 1: 2, 2: 5, 3: 2, 4: 0}",0
745,False,"{'a': 0.6, 'e': 0.7350879023813413}",20,11,-20.731996370080964,"{0: 6, 1: 1, 2: 1, 3: 1, 4: 0}",1
746,False,"{'a': 0.6, 'e': 0.7344095631399603}",25,11,-6.481689266751786,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
747,False,"{'a': 0.6, 'e': 0.7337304894890774}",20,0,-21.154499210559578,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
748,False,"{'a': 0.6, 'e': 0.7330506821077661}",30,0,-164.95633534781638,"{0: 17, 1: 2, 2: 8, 3: 1, 4: 2}",0
749,False,"{'a': 0.6, 'e': 0.7323701416758338}",30,0,-150.8028822418399,"{0: 20, 1: 0, 2: 7, 3: 1, 4: 2}",0
750,False,"{'a': 0.6, 'e': 0.7316888688738209}",20,12,1.701965082066749,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
751,False,"{'a': 0.6, 'e': 0.7310068643830001}",30,0,-107.52718388049045,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
752,False,"{'a': 0.6, 'e': 0.7303241288853758}",20,8,14.55452960403011,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.6, 'e': 0.7296406630636835}",20,0,-31.916078842073933,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
754,False,"{'a': 0.6, 'e': 0.7289564676013889}",20,0,-17.977449571662834,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
755,False,"{'a': 0.6, 'e': 0.7282715431826874}",20,13,13.872960384999093,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.6, 'e': 0.7275858904925034}",20,0,-70.26410501287369,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
757,False,"{'a': 0.6, 'e': 0.7268995102164897}",20,0,-44.13723828666577,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
758,False,"{'a': 0.6, 'e': 0.7262124030410263}",25,0,-92.63415542963176,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
759,False,"{'a': 0.6, 'e': 0.7255245696532203}",20,0,-14.338392976589754,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
760,False,"{'a': 0.6, 'e': 0.7248360107409052}",20,0,-56.50265591297291,"{0: 11, 1: 5, 2: 3, 3: 1, 4: 0}",0
761,False,"{'a': 0.6, 'e': 0.7241467269926397}",20,0,-17.16165197804055,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
762,False,"{'a': 0.6, 'e': 0.7234567190977075}",20,0,-80.54756885475555,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
763,False,"{'a': 0.6, 'e': 0.7227659877461166}",20,0,-40.36812694403679,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
764,False,"{'a': 0.6, 'e': 0.7220745336285982}",30,0,-93.89536757993335,"{0: 24, 1: 0, 2: 3, 3: 1, 4: 2}",0
765,False,"{'a': 0.6, 'e': 0.7213823574366063}",20,2,-44.80005906787229,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
766,False,"{'a': 0.6, 'e': 0.720689459862317}",25,0,-9.888945864943402,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
767,False,"{'a': 0.6, 'e': 0.719995841598628}",25,0,-141.82785468770146,"{0: 14, 1: 2, 2: 6, 3: 2, 4: 1}",0
768,False,"{'a': 0.6, 'e': 0.7193015033391573}",25,12,-12.825712857855454,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
769,False,"{'a': 0.6, 'e': 0.7186064457782433}",20,7,-109.6713341231381,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 2}",1
770,False,"{'a': 0.6, 'e': 0.7179106696109434}",25,7,-65.4345668782058,"{0: 10, 1: 4, 2: 2, 3: 2, 4: 0}",1
771,False,"{'a': 0.6, 'e': 0.7172141755330337}",30,0,-16.652240465699393,"{0: 23, 1: 4, 2: 3, 3: 0, 4: 0}",0
772,False,"{'a': 0.6, 'e': 0.7165169642410081}",35,0,-89.17238463964198,"{0: 26, 1: 3, 2: 3, 3: 2, 4: 1}",0
773,False,"{'a': 0.6, 'e': 0.7158190364320781}",20,0,-19.68566309630299,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
774,False,"{'a': 0.6, 'e': 0.7151203928041714}",25,13,8.057358612506993,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
775,False,"{'a': 0.6, 'e': 0.7144210340559313}",20,0,-71.0237384683278,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",0
776,False,"{'a': 0.6, 'e': 0.7137209608867168}",25,0,-62.583937340878926,"{0: 17, 1: 5, 2: 2, 3: 0, 4: 1}",0
777,False,"{'a': 0.6, 'e': 0.7130201739966009}",25,0,-159.6911256533463,"{0: 11, 1: 7, 2: 4, 3: 1, 4: 2}",0
778,False,"{'a': 0.6, 'e': 0.7123186740863704}",20,6,-77.91598554335843,"{0: 5, 1: 0, 2: 9, 3: 0, 4: 0}",1
779,False,"{'a': 0.6, 'e': 0.7116164618575251}",25,0,-140.88243404411676,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",1
780,False,"{'a': 0.6, 'e': 0.7109135380122773}",20,0,-52.09699096070656,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
781,False,"{'a': 0.6, 'e': 0.7102099032535507}",25,0,-83.72267704289376,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
782,False,"{'a': 0.6, 'e': 0.7095055582849801}",30,0,-116.83346581076678,"{0: 18, 1: 1, 2: 10, 3: 0, 4: 1}",0
783,False,"{'a': 0.6, 'e': 0.7088005038109104}",20,0,12.445804125101384,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
784,False,"{'a': 0.6, 'e': 0.7080947405363958}",25,0,-48.20545523616684,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
785,False,"{'a': 0.6, 'e': 0.7073882691671998}",20,15,11.445399458331828,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
786,False,"{'a': 0.6, 'e': 0.7066810904097934}",25,9,-69.14106674900239,"{0: 6, 1: 6, 2: 3, 3: 1, 4: 0}",1
787,False,"{'a': 0.6, 'e': 0.7059732049713556}",25,7,-42.90280179446948,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
788,False,"{'a': 0.6, 'e': 0.7052646135597717}",20,0,-73.5205730793449,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
789,False,"{'a': 0.6, 'e': 0.7045553168836329}",25,0,-52.66568594270041,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
790,False,"{'a': 0.6, 'e': 0.7038453156522361}",20,0,-70.53983395388211,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
791,False,"{'a': 0.6, 'e': 0.7031346105755821}",20,0,-94.74203561942757,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
792,False,"{'a': 0.6, 'e': 0.7024232023643763}",25,0,-35.73959166629272,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
793,False,"{'a': 0.6, 'e': 0.7017110917300265}",35,0,-101.61215419983502,"{0: 27, 1: 2, 2: 4, 3: 0, 4: 2}",0
794,False,"{'a': 0.6, 'e': 0.7009982793846437}",25,0,-50.38481135811255,"{0: 18, 1: 0, 2: 7, 3: 0, 4: 0}",0
795,False,"{'a': 0.6, 'e': 0.7002847660410396}",30,0,-73.30969241792744,"{0: 24, 1: 1, 2: 2, 3: 2, 4: 1}",0
796,False,"{'a': 0.6, 'e': 0.699570552412728}",20,10,4.437755107654516,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
797,False,"{'a': 0.6, 'e': 0.6988556392139224}",25,0,-94.2886279500769,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
798,False,"{'a': 0.6, 'e': 0.6981400271595356}",20,0,-44.54274341432903,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
799,False,"{'a': 0.6, 'e': 0.6974237169651799}",20,1,-83.6373297063151,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 1}",1
800,False,"{'a': 0.6, 'e': 0.6967067093471654}",20,0,-22.318736477399653,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
801,False,"{'a': 0.6, 'e': 0.6959890050224995}",30,0,-105.71798238643798,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",1
802,False,"{'a': 0.6, 'e': 0.6952706047088867}",20,0,-14.684327459209074,"{0: 16, 1: 3, 2: 0, 3: 1, 4: 0}",0
803,False,"{'a': 0.6, 'e': 0.6945515091247271}",25,0,-129.3513793029611,"{0: 13, 1: 3, 2: 7, 3: 1, 4: 1}",0
804,False,"{'a': 0.6, 'e': 0.6938317189891162}",25,0,-102.86341660680313,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
805,False,"{'a': 0.6, 'e': 0.6931112350218442}",20,6,-30.98558429969928,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
806,False,"{'a': 0.6, 'e': 0.6923900579433949}",20,5,-30.927607017631267,"{0: 10, 1: 0, 2: 5, 3: 0, 4: 0}",1
807,False,"{'a': 0.6, 'e': 0.6916681884749454}",20,0,-41.3851902972417,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
808,False,"{'a': 0.6, 'e': 0.690945627338365}",25,0,-205.0158355624141,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 5}",0
809,False,"{'a': 0.6, 'e': 0.6902223752562149}",25,0,-112.26956947684474,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
810,False,"{'a': 0.6, 'e': 0.689498432951747}",25,9,-50.629462965715256,"{0: 11, 1: 3, 2: 1, 3: 0, 4: 1}",1
811,False,"{'a': 0.6, 'e': 0.6887738011489036}",20,7,-51.96887569134458,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 1}",1
812,False,"{'a': 0.6, 'e': 0.6880484805723165}",20,6,-106.98506965292272,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 2}",1
813,False,"{'a': 0.6, 'e': 0.6873224719473061}",25,0,-73.71162625658403,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
814,False,"{'a': 0.6, 'e': 0.6865957759998811}",20,0,-129.53247117939134,"{0: 9, 1: 2, 2: 7, 3: 1, 4: 1}",0
815,False,"{'a': 0.6, 'e': 0.6858683934567373}",20,0,-97.53989147504578,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
816,False,"{'a': 0.6, 'e': 0.6851403250452572}",30,10,-10.242114172543687,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
817,False,"{'a': 0.6, 'e': 0.6844115714935092}",20,13,0.052188710050532716,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
818,False,"{'a': 0.6, 'e': 0.6836821335302466}",20,0,-130.01100224024873,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
819,False,"{'a': 0.6, 'e': 0.6829520118849075}",25,0,-53.525819242525884,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
820,False,"{'a': 0.6, 'e': 0.6822212072876135}",25,0,-79.20074648500315,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
821,False,"{'a': 0.6, 'e': 0.681489720469169}",30,0,-106.13363625473987,"{0: 22, 1: 0, 2: 5, 3: 2, 4: 1}",0
822,False,"{'a': 0.6, 'e': 0.6807575521610608}",30,20,-24.351713552311516,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
823,False,"{'a': 0.6, 'e': 0.6800247030954573}",20,0,-44.19881529209158,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
824,False,"{'a': 0.6, 'e': 0.6792911740052072}",25,3,-115.00574174679613,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 2}",1
825,False,"{'a': 0.6, 'e': 0.6785569656238398}",20,0,7.0579590644456855,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
826,False,"{'a': 0.6, 'e': 0.6778220786855633}",20,10,-72.07363529344649,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 2}",1
827,False,"{'a': 0.6, 'e': 0.6770865139252646}",30,6,-14.909369941230265,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 0}",1
828,False,"{'a': 0.6, 'e': 0.6763502720785084}",20,0,-50.44758865665426,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
829,False,"{'a': 0.6, 'e': 0.6756133538815365}",20,0,-17.058446825050147,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
830,False,"{'a': 0.6, 'e': 0.674875760071267}",20,0,-32.92961271847143,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
831,False,"{'a': 0.6, 'e': 0.6741374913852938}",20,0,-102.46208845016417,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
832,False,"{'a': 0.6, 'e': 0.6733985485618852}",20,0,-122.58796727876162,"{0: 14, 1: 0, 2: 2, 3: 2, 4: 2}",0
833,False,"{'a': 0.6, 'e': 0.6726589323399843}",25,0,-80.55813620939989,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
834,False,"{'a': 0.6, 'e': 0.671918643459207}",25,0,-55.828000627451104,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
835,False,"{'a': 0.6, 'e': 0.6711776826598423}",30,9,-40.330932467381004,"{0: 15, 1: 2, 2: 3, 3: 1, 4: 0}",1
836,False,"{'a': 0.6, 'e': 0.6704360506828508}",20,0,-73.44392442477296,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
837,False,"{'a': 0.6, 'e': 0.6696937482698646}",20,0,-85.11578519070345,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
838,False,"{'a': 0.6, 'e': 0.6689507761631859}",20,11,-17.90232271641711,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
839,False,"{'a': 0.6, 'e': 0.6682071351057867}",30,0,-146.08311353654133,"{0: 20, 1: 2, 2: 5, 3: 0, 4: 3}",0
840,False,"{'a': 0.6, 'e': 0.6674628258413081}",30,0,-99.49308036786242,"{0: 21, 1: 1, 2: 6, 3: 1, 4: 1}",0
841,False,"{'a': 0.6, 'e': 0.6667178491140593}",20,0,-109.49489743243585,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
842,False,"{'a': 0.6, 'e': 0.665972205669017}",30,19,-7.947159592349494,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
843,False,"{'a': 0.6, 'e': 0.6652258962518245}",30,0,-146.6356880851917,"{0: 20, 1: 4, 2: 2, 3: 1, 4: 3}",0
844,False,"{'a': 0.6, 'e': 0.6644789216087912}",20,0,-49.08471103766324,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
845,False,"{'a': 0.6, 'e': 0.6637312824868916}",30,1,-15.5249358214561,"{0: 24, 1: 0, 2: 5, 3: 0, 4: 0}",1
846,False,"{'a': 0.6, 'e': 0.6629829796337648}",25,11,-13.911228031442981,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
847,False,"{'a': 0.6, 'e': 0.6622340137977137}",25,0,-56.031440003045844,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
848,False,"{'a': 0.6, 'e': 0.661484385727704}",20,0,3.8707957958985677,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
849,False,"{'a': 0.6, 'e': 0.6607340961733636}",30,0,-99.23158387741626,"{0: 22, 1: 2, 2: 4, 3: 0, 4: 2}",0
850,False,"{'a': 0.6, 'e': 0.6599831458849822}",25,0,-54.8862156318483,"{0: 19, 1: 1, 2: 3, 3: 2, 4: 0}",0
851,False,"{'a': 0.6, 'e': 0.6592315356135099}",25,0,-68.14987385219582,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
852,False,"{'a': 0.6, 'e': 0.6584792661105568}",25,0,-148.65637601203935,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
853,False,"{'a': 0.6, 'e': 0.6577263381283925}",30,13,-6.440873868438595,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
854,False,"{'a': 0.6, 'e': 0.656972752419945}",20,0,-42.91646032246838,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
855,False,"{'a': 0.6, 'e': 0.6562185097387998}",30,7,-37.50352932368552,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 1}",1
856,False,"{'a': 0.6, 'e': 0.6554636108391995}",30,8,-139.167794102281,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 3}",1
857,False,"{'a': 0.6, 'e': 0.6547080564760429}",25,19,10.65155976846232,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
858,False,"{'a': 0.6, 'e': 0.6539518474048844}",20,0,-116.90118256623394,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
859,False,"{'a': 0.6, 'e': 0.6531949843819331}",20,3,-53.93580731598977,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 1}",1
860,False,"{'a': 0.6, 'e': 0.6524374681640519}",25,7,-79.1834083354713,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 2}",1
861,False,"{'a': 0.6, 'e': 0.6516792995087568}",20,0,-44.64732966129066,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
862,False,"{'a': 0.6, 'e': 0.6509204791742165}",20,3,-55.30878756222625,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 1}",1
863,False,"{'a': 0.6, 'e': 0.6501610079192512}",20,8,-32.49652256211509,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 0}",1
864,False,"{'a': 0.6, 'e': 0.6494008865033323}",25,1,-35.6188796055364,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 0}",1
865,False,"{'a': 0.6, 'e': 0.648640115686581}",20,5,-0.9714242677197789,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
866,False,"{'a': 0.6, 'e': 0.647878696229768}",25,5,-17.352714834404473,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
867,False,"{'a': 0.6, 'e': 0.6471166288943128}",20,0,-7.40646639454938,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
868,False,"{'a': 0.6, 'e': 0.6463539144422825}",20,9,11.109913491897533,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
869,False,"{'a': 0.6, 'e': 0.6455905536363918}",25,13,-13.900217913734021,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
870,False,"{'a': 0.6, 'e': 0.6448265472400012}",20,0,7.857632890096035,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
871,False,"{'a': 0.6, 'e': 0.644061896017117}",20,0,-62.47862646038099,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
872,False,"{'a': 0.6, 'e': 0.6432966007323906}",25,14,3.6934659478249214,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
873,False,"{'a': 0.6, 'e': 0.6425306621511171}",30,0,-101.29569252224313,"{0: 23, 1: 1, 2: 3, 3: 1, 4: 2}",0
874,False,"{'a': 0.6, 'e': 0.6417640810392349}",35,8,-60.04472884515561,"{0: 21, 1: 0, 2: 5, 3: 0, 4: 1}",1
875,False,"{'a': 0.6, 'e': 0.6409968581633251}",20,0,-72.9380646927989,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
876,False,"{'a': 0.6, 'e': 0.6402289942906106}",20,0,-71.53213583547708,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
877,False,"{'a': 0.6, 'e': 0.6394604901889552}",20,0,-144.23781908227184,"{0: 9, 1: 4, 2: 5, 3: 0, 4: 2}",0
878,False,"{'a': 0.6, 'e': 0.6386913466268629}",20,0,-89.43737426677815,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
879,False,"{'a': 0.6, 'e': 0.6379215643734771}",20,4,-22.85933489211059,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
880,False,"{'a': 0.6, 'e': 0.6371511441985802}",20,5,-62.121586218518225,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 1}",1
881,False,"{'a': 0.6, 'e': 0.6363800868725922}",20,0,-25.364712572021197,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
882,False,"{'a': 0.6, 'e': 0.6356083931665703}",20,0,-58.04272662525651,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
883,False,"{'a': 0.6, 'e': 0.6348360638522081}",30,0,-91.43052161289724,"{0: 23, 1: 1, 2: 4, 3: 0, 4: 2}",0
884,False,"{'a': 0.6, 'e': 0.6340630997018352}",25,3,-14.578348859419977,"{0: 18, 1: 2, 2: 1, 3: 1, 4: 0}",1
885,False,"{'a': 0.6, 'e': 0.6332895014884152}",35,0,-108.61612050851973,"{0: 28, 1: 1, 2: 2, 3: 2, 4: 2}",0
886,False,"{'a': 0.6, 'e': 0.6325152699855466}",20,11,-37.8126174177951,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
887,False,"{'a': 0.6, 'e': 0.6317404059674607}",20,4,-25.08917605743175,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 0}",1
888,False,"{'a': 0.6, 'e': 0.6309649102090216}",20,3,-101.484800848111,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 2}",1
889,False,"{'a': 0.6, 'e': 0.6301887834857247}",25,0,-52.42076557744072,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
890,False,"{'a': 0.6, 'e': 0.6294120265736969}",25,8,4.684053877891597,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
891,False,"{'a': 0.6, 'e': 0.628634640249695}",25,0,-91.04357932565625,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
892,False,"{'a': 0.6, 'e': 0.6278566252911051}",30,14,-20.978797718249645,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 0}",1
893,False,"{'a': 0.6, 'e': 0.6270779824759424}",35,0,-152.5036661193785,"{0: 26, 1: 1, 2: 3, 3: 2, 4: 3}",0
894,False,"{'a': 0.6, 'e': 0.6262987125828494}",20,0,-39.41591324658851,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
895,False,"{'a': 0.6, 'e': 0.625518816391096}",20,0,-30.952614493561693,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
896,False,"{'a': 0.6, 'e': 0.6247382946805784}",25,0,-96.31824671464472,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
897,False,"{'a': 0.6, 'e': 0.6239571482318181}",20,3,-74.38303600123376,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 1}",1
898,False,"{'a': 0.6, 'e': 0.6231753778259617}",20,0,-28.84442197147061,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
899,False,"{'a': 0.6, 'e': 0.6223929842447792}",20,9,-46.35476797918668,"{0: 5, 1: 1, 2: 5, 3: 0, 4: 0}",1
900,False,"{'a': 0.6, 'e': 0.6216099682706644}",25,0,-58.917736442505436,"{0: 17, 1: 0, 2: 8, 3: 0, 4: 0}",0
901,False,"{'a': 0.6, 'e': 0.6208263306866332}",30,19,7.78532590236921,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
902,False,"{'a': 0.6, 'e': 0.620042072276323}",25,3,-84.82122792533583,"{0: 14, 1: 2, 2: 4, 3: 1, 4: 1}",1
903,False,"{'a': 0.6, 'e': 0.6192571938239922}",25,0,-99.75847675208817,"{0: 17, 1: 4, 2: 2, 3: 0, 4: 2}",0
904,False,"{'a': 0.6, 'e': 0.6184716961145192}",20,0,-48.579719200912336,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
905,False,"{'a': 0.6, 'e': 0.6176855799334016}",25,7,-40.59576490125069,"{0: 13, 1: 2, 2: 1, 3: 2, 4: 0}",1
906,False,"{'a': 0.6, 'e': 0.6168988460667556}",20,12,-18.684123673254373,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
907,False,"{'a': 0.6, 'e': 0.6161114953013148}",25,0,1.9218553651459627,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
908,False,"{'a': 0.6, 'e': 0.6153235284244302}",20,0,-41.730165417043004,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
909,False,"{'a': 0.6, 'e': 0.6145349462240683}",20,0,-81.27048866608501,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",1
910,False,"{'a': 0.6, 'e': 0.6137457494888116}",20,0,-144.72163108887173,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
911,False,"{'a': 0.6, 'e': 0.6129559390078564}",25,0,-132.98145505395277,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
912,False,"{'a': 0.6, 'e': 0.6121655155710133}",35,7,-75.90512519593233,"{0: 17, 1: 4, 2: 6, 3: 1, 4: 0}",1
913,False,"{'a': 0.6, 'e': 0.6113744799687056}",20,0,-92.09549602705316,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
914,False,"{'a': 0.6, 'e': 0.6105828329919689}",20,0,-61.234750097250895,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
915,False,"{'a': 0.6, 'e': 0.6097905754324501}",25,12,-60.271742062612866,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 1}",1
916,False,"{'a': 0.6, 'e': 0.6089977080824067}",25,14,-15.97312680310258,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
917,False,"{'a': 0.6, 'e': 0.608204231734706}",20,0,-103.32341012799087,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
